Local Time	Volume
23:00,4998.86039644427
00:00,4976.94625285312
01:00,3828.25430428062
02:00,3088.17149004348
03:00,3424.08890622858
04:00,4138.25184485794
05:00,2539.03792451091
06:00,6026.3934964437
07:00,4306.19480102611
08:00,3718.72207974956
09:00,4706.75608455518
10:00,2470.20722621596
11:00,4668.53085377651
12:00,4376.26748875541
13:00,5331.3967056253
14:00,3568.16794330635
15:00,4092.00337207504
16:00,2997.78194026918
17:00,3770.79736244436
18:00,3285.16901716831
19:00,3543.3690038246
20:00,3925.01382339979
21:00,4513.072005712
22:00,3762.17308163744
