Local Time	Volume
23:00,902.133073146517
00:00,700.281408010182
01:00,656.981133230487
02:00,790.658070608349
03:00,396.470470538582
04:00,37.907009030649
05:00,153.024770856381
06:00,682.222341039322
07:00,602.797881980798
08:00,713.947184250665
09:00,477.573526779922
10:00,431.681741695703
11:00,448.498517018044
12:00,163.660196197992
13:00,844.058712871773
14:00,325.194541982
15:00,827.71786806533
16:00,918.057266118963
17:00,440.614221822756
18:00,451.348285400937
19:00,218.326346584748
20:00,413.556482369805
21:00,157.954460083486
22:00,387.988911190996
